name,h2,h3,h4,endorser,link
Bernie Sanders,Newspapers and other media,Other,False,Chapo Trap House,https://en.wikipedia.org/wiki/Chapo_Trap_House
Bernie Sanders,Newspapers and other media,Other,False,Devil's Due Publishing,https://en.wikipedia.org/wiki/Devil%27s_Due_Publishing
Bernie Sanders,Newspapers and other media,Other,False,Polyvinyl Record Co.,https://en.wikipedia.org/wiki/Polyvinyl_Record_Co.
Bernie Sanders,Newspapers and other media,Other,False,Topshelf Records,https://en.wikipedia.org/wiki/Topshelf_Records
Bernie Sanders,Labor organizations,National,False,American Federation of Teachers,https://en.wikipedia.org/wiki/American_Federation_of_Teachers
Bernie Sanders,Labor organizations,National,False,American Postal Workers Union,https://en.wikipedia.org/wiki/American_Postal_Workers_Union
Bernie Sanders,Labor organizations,National,False,National Nurses United,https://en.wikipedia.org/wiki/National_Nurses_United
Bernie Sanders,Labor organizations,National,False,National Union of Healthcare Workers,https://en.wikipedia.org/wiki/National_Union_of_Healthcare_Workers
Bernie Sanders,Labor organizations,National,False,"United Electrical, Radio and Machine Workers of America","https://en.wikipedia.org/wiki/United_Electrical,_Radio_and_Machine_Workers_of_America"
Bernie Sanders,Political organizations,National,False,Center for Popular Democracy,https://en.wikipedia.org/wiki/Center_for_Popular_Democracy
Bernie Sanders,Political organizations,National,False,The Climate Mobilization,https://en.wikipedia.org/wiki/The_Climate_Mobilization
Bernie Sanders,Political organizations,National,False,Democratic Socialists of America,https://en.wikipedia.org/wiki/Democratic_Socialists_of_America
Bernie Sanders,Political organizations,National,False,Young Democratic Socialists of America,https://en.wikipedia.org/wiki/Young_Democratic_Socialists_of_America
Bernie Sanders,Political organizations,National,False,Friends of the Earth,https://en.wikipedia.org/wiki/Friends_of_the_Earth_(US)
Bernie Sanders,Political organizations,National,False,Make the Road Action,https://en.wikipedia.org/wiki/Make_the_Road
Bernie Sanders,Political organizations,National,False,Our Revolution,https://en.wikipedia.org/wiki/Our_Revolution
Bernie Sanders,Political organizations,National,False,People's Action,https://en.wikipedia.org/wiki/People%27s_Action
Bernie Sanders,Political organizations,National,False,The People for Bernie Sanders,https://en.wikipedia.org/wiki/The_People_for_Bernie_Sanders
Bernie Sanders,Political organizations,National,False,Progressive Democrats of America,https://en.wikipedia.org/wiki/Progressive_Democrats_of_America
Bernie Sanders,Political organizations,National,False,Socialist Alternative,https://en.wikipedia.org/wiki/Socialist_Alternative_(United_States)
Bernie Sanders,Political organizations,National,False,Sunrise Movement,https://en.wikipedia.org/wiki/Sunrise_Movement
Bernie Sanders,Political organizations,International,False,Australian Progressives,https://en.wikipedia.org/wiki/Australian_Progressives
Bernie Sanders,Political organizations,International,False,Democracy in Europe Movement 2025,https://en.wikipedia.org/wiki/Democracy_in_Europe_Movement_2025
Bernie Sanders,Political organizations,International,False,Lewica Razem (Poland),https://en.wikipedia.org/wiki/Lewica_Razem
Bernie Sanders,Political organizations,International,False,Party of the European Left,https://en.wikipedia.org/wiki/Party_of_the_European_Left
Bernie Sanders,Political organizations,International,False,Podemos (Spain),https://en.wikipedia.org/wiki/Podemos_(Spanish_political_party)
Bernie Sanders,Political organizations,International,False,Young Labour (UK),https://en.wikipedia.org/wiki/Young_Labour_(UK)
Bernie Sanders,Political organizations,International,False,Young Scots for Independence,https://en.wikipedia.org/wiki/Young_Scots_for_Independence
Donald Trump,Endorsements,U.S. Executive Branch officials,Current,Mike Pence,https://en.wikipedia.org/wiki/Mike_Pence
Donald Trump,Endorsements,U.S. Executive Branch officials,Current,Ben Carson,https://en.wikipedia.org/wiki/Ben_Carson
Donald Trump,Endorsements,U.S. Executive Branch officials,Current,Aldona Wos,https://en.wikipedia.org/wiki/Aldona_Wos
Donald Trump,Endorsements,U.S. Executive Branch officials,Former,Nikki Haley,https://en.wikipedia.org/wiki/Nikki_Haley
Donald Trump,Endorsements,U.S. Executive Branch officials,Former,Katie Walsh,https://en.wikipedia.org/wiki/Katie_Walsh_(politician)
Donald Trump,Endorsements,U.S. Executive Branch officials,Former,John McEntee,https://en.wikipedia.org/wiki/John_McEntee_(political_aide)
Donald Trump,Endorsements,U.S. Executive Branch officials,Former,George Gigicos,https://en.wikipedia.org/wiki/George_Gigicos
Donald Trump,Endorsements,U.S. Senators,Current,Cory Gardner,https://en.wikipedia.org/wiki/Cory_Gardner
Donald Trump,Endorsements,U.S. Senators,Current,Joni Ernst,https://en.wikipedia.org/wiki/Joni_Ernst
Donald Trump,Endorsements,U.S. Senators,Current,Rob Portman,https://en.wikipedia.org/wiki/Rob_Portman
Donald Trump,Endorsements,U.S. Senators,Current,James Lankford,https://en.wikipedia.org/wiki/James_Lankford
Donald Trump,Endorsements,U.S. Senators,Current,Lindsey Graham,https://en.wikipedia.org/wiki/Lindsey_Graham
Donald Trump,Endorsements,U.S. Senators,Current,Lamar Alexander,https://en.wikipedia.org/wiki/Lamar_Alexander
Donald Trump,Endorsements,U.S. Senators,Current,Ted Cruz,https://en.wikipedia.org/wiki/Ted_Cruz
Donald Trump,Endorsements,U.S. Senators,Current,Mike Lee,https://en.wikipedia.org/wiki/Mike_Lee_(American_politician)
Donald Trump,Endorsements,U.S. Representatives,Current,Ted Yoho,https://en.wikipedia.org/wiki/Ted_Yoho
Donald Trump,Endorsements,U.S. Representatives,Current,Don Bacon,https://en.wikipedia.org/wiki/Don_Bacon_(politician)
Donald Trump,Endorsements,U.S. Representatives,Current,John Katko,https://en.wikipedia.org/wiki/John_Katko
Donald Trump,Endorsements,Governors,Current,Henry McMaster,https://en.wikipedia.org/wiki/Henry_McMaster
Donald Trump,Endorsements,Governors,Former,Paul LePage,https://en.wikipedia.org/wiki/Paul_LePage
Donald Trump,Endorsements,Governors,Former,Rod Blagojevich,https://en.wikipedia.org/wiki/Rod_Blagojevich
Donald Trump,Endorsements,Statewide officials,Current,Jeanette Núñez,https://en.wikipedia.org/wiki/Jeanette_N%C3%BA%C3%B1ez
Donald Trump,Endorsements,Statewide officials,Current,George P. Bush,https://en.wikipedia.org/wiki/George_P._Bush
Donald Trump,Endorsements,Statewide officials,Former,Adam Putnam,https://en.wikipedia.org/wiki/Adam_Putnam
Donald Trump,Endorsements,State legislators,Current,Alonzo Baldonado,https://en.wikipedia.org/wiki/Alonzo_Baldonado
Donald Trump,Endorsements,State legislators,Former,Lynne Blankenbeker,https://en.wikipedia.org/wiki/Lynne_Blankenbeker
Donald Trump,Endorsements,Local officials,Former,Erick Erickson,https://en.wikipedia.org/wiki/Erick_Erickson
Donald Trump,Endorsements,Foreign leaders,Former,Jair Bolsonaro,https://en.wikipedia.org/wiki/Jair_Bolsonaro
Donald Trump,Endorsements,Foreign leaders,Former,Rodrigo Duterte,https://en.wikipedia.org/wiki/Rodrigo_Duterte
Donald Trump,Endorsements,Foreign leaders,Former,Narendra Modi,https://en.wikipedia.org/wiki/Narendra_Modi
Donald Trump,Endorsements,Former Foreign Leaders,Former,Stephen Harper,https://en.wikipedia.org/wiki/Stephen_Harper
Donald Trump,Endorsements,Party officials,Former,Ronna McDaniel,https://en.wikipedia.org/wiki/Ronna_McDaniel
Donald Trump,Endorsements,Party officials,Former,Edward F. Cox,https://en.wikipedia.org/wiki/Edward_F._Cox
Donald Trump,Endorsements,Individuals,Businesspeople,Heidi Ganahl,https://en.wikipedia.org/wiki/Heidi_Ganahl
Donald Trump,Endorsements,Individuals,Businesspeople,Luis Quiñonez,https://en.wikipedia.org/wiki/Luis_Qui%C3%B1onez
Donald Trump,Endorsements,Individuals,Businesspeople,Gina Rinehart,https://en.wikipedia.org/wiki/Gina_Rinehart
Donald Trump,Endorsements,Individuals,"Celebrities, media personalities, producers, and musicians",Scott Baio,https://en.wikipedia.org/wiki/Scott_Baio
Donald Trump,Endorsements,Individuals,"Celebrities, media personalities, producers, and musicians",Roseanne Barr,https://en.wikipedia.org/wiki/Roseanne_Barr
Donald Trump,Endorsements,Individuals,"Celebrities, media personalities, producers, and musicians",Stacey Dash,https://en.wikipedia.org/wiki/Stacey_Dash
Donald Trump,Endorsements,Individuals,"Celebrities, media personalities, producers, and musicians",Diamond and Silk,https://en.wikipedia.org/wiki/Diamond_and_Silk
Donald Trump,Endorsements,Individuals,"Celebrities, media personalities, producers, and musicians",Daniel Keem,https://en.wikipedia.org/wiki/Daniel_Keem
Donald Trump,Endorsements,Individuals,"Celebrities, media personalities, producers, and musicians",Isaiah Washington,https://en.wikipedia.org/wiki/Isaiah_Washington
Donald Trump,Endorsements,Individuals,"Celebrities, media personalities, producers, and musicians",Kanye West,https://en.wikipedia.org/wiki/Kanye_West
Donald Trump,Endorsements,Individuals,"Celebrities, media personalities, producers, and musicians",Jon Voight,https://en.wikipedia.org/wiki/Jon_Voight
Donald Trump,Endorsements,State political parties,"Celebrities, media personalities, producers, and musicians",Pennsylvania Republican Party,https://en.wikipedia.org/wiki/Pennsylvania_Republican_Party
Donald Trump,Endorsements,Organizations,"Celebrities, media personalities, producers, and musicians",Committee to Defend the President,https://en.wikipedia.org/wiki/Committee_to_Defend_the_President
Donald Trump,Endorsements,Organizations,"Celebrities, media personalities, producers, and musicians",Great America Committee,https://en.wikipedia.org/wiki/Great_America_Committee
Donald Trump,Endorsements,Organizations,"Celebrities, media personalities, producers, and musicians",Great America PAC,https://en.wikipedia.org/wiki/Great_America_PAC
Donald Trump,Endorsements,Organizations,"Celebrities, media personalities, producers, and musicians",National Right to Life Committee,https://en.wikipedia.org/wiki/National_Right_to_Life_Committee
Donald Trump,Endorsements,Organizations,"Celebrities, media personalities, producers, and musicians",Log Cabin Republicans,https://en.wikipedia.org/wiki/Log_Cabin_Republicans
Donald Trump,Endorsements,Organizations,"Celebrities, media personalities, producers, and musicians",International Union of Police Associations,https://en.wikipedia.org/wiki/International_Union_of_Police_Associations
Elizabeth Warren,Federal officials,U.S. Senators,Current,Ed Markey,https://en.wikipedia.org/wiki/Ed_Markey
Elizabeth Warren,Federal officials,U.S. Representatives,Current,Raúl Grijalva,https://en.wikipedia.org/wiki/Ra%C3%BAl_Grijalva
Elizabeth Warren,Federal officials,U.S. Representatives,Current,Katie Porter,https://en.wikipedia.org/wiki/Katie_Porter
Elizabeth Warren,Federal officials,U.S. Representatives,Current,Jan Schakowsky,https://en.wikipedia.org/wiki/Jan_Schakowsky
Elizabeth Warren,Federal officials,U.S. Representatives,Current,Jamie Raskin,https://en.wikipedia.org/wiki/Jamie_Raskin
Elizabeth Warren,Federal officials,U.S. Representatives,Current,Jim McGovern,https://en.wikipedia.org/wiki/Jim_McGovern_(American_politician)
Elizabeth Warren,Federal officials,U.S. Representatives,Current,Lori Trahan,https://en.wikipedia.org/wiki/Lori_Trahan
Elizabeth Warren,Federal officials,U.S. Representatives,Current,Joe Kennedy III,https://en.wikipedia.org/wiki/Joe_Kennedy_III
Elizabeth Warren,Federal officials,U.S. Representatives,Current,Katherine Clark,https://en.wikipedia.org/wiki/Katherine_Clark
Elizabeth Warren,Federal officials,U.S. Representatives,Current,Ayanna Pressley,https://en.wikipedia.org/wiki/Ayanna_Pressley
Elizabeth Warren,Federal officials,U.S. Representatives,Current,Andy Levin,https://en.wikipedia.org/wiki/Andy_Levin
Elizabeth Warren,Federal officials,U.S. Representatives,Current,Deb Haaland,https://en.wikipedia.org/wiki/Deb_Haaland
Elizabeth Warren,Federal officials,U.S. Representatives,Current,Joaquin Castro,https://en.wikipedia.org/wiki/Joaquin_Castro
Elizabeth Warren,Federal officials,U.S. Representatives,Former,Berkley Bedell,https://en.wikipedia.org/wiki/Berkley_Bedell
Elizabeth Warren,Federal officials,U.S. Representatives,Former,David Bonior,https://en.wikipedia.org/wiki/David_Bonior
Elizabeth Warren,Federal officials,U.S. Representatives,Former,Sander Levin,https://en.wikipedia.org/wiki/Sander_Levin
Elizabeth Warren,Federal officials,U.S. Representatives,Former,Brad Miller,https://en.wikipedia.org/wiki/Brad_Miller_(politician)
Elizabeth Warren,Federal officials,U.S. Cabinet members and Cabinet-level officials,Former,Julián Castro,https://en.wikipedia.org/wiki/Julian_Castro
Elizabeth Warren,Federal officials,U.S. Cabinet members and Cabinet-level officials,Former,Robert Reich,https://en.wikipedia.org/wiki/Robert_Reich
Elizabeth Warren,Federal officials,Sub-Cabinet-level officials,Former,Hady Amr,https://en.wikipedia.org/wiki/Hady_Amr
Elizabeth Warren,Federal officials,Sub-Cabinet-level officials,Former,Richard Cordray,https://en.wikipedia.org/wiki/Richard_Cordray
Elizabeth Warren,Federal officials,Sub-Cabinet-level officials,Former,Nicholas A. Klinefeldt,https://en.wikipedia.org/wiki/Nicholas_A._Klinefeldt
Elizabeth Warren,Federal officials,Sub-Cabinet-level officials,Former,Mike Lux,https://en.wikipedia.org/wiki/Mike_Lux
Elizabeth Warren,Federal officials,Sub-Cabinet-level officials,Former,Joseph Y. Yun,https://en.wikipedia.org/wiki/Joseph_Y._Yun
Elizabeth Warren,Federal officials,U.S. Ambassadors,Former,Robert Stephen Ford,https://en.wikipedia.org/wiki/Robert_Stephen_Ford
Elizabeth Warren,State officials,Governors,Former,Michael Dukakis,https://en.wikipedia.org/wiki/Michael_Dukakis
Elizabeth Warren,State officials,Statewide executive officials,Current,Catherine Byrne,https://en.wikipedia.org/wiki/Catherine_Byrne_(Nevada_politician)
Elizabeth Warren,State officials,Statewide executive officials,Current,Michael Fitzgerald,https://en.wikipedia.org/wiki/Michael_Fitzgerald_(Iowa_politician)
Elizabeth Warren,State officials,Statewide executive officials,Current,Mike Frerichs,https://en.wikipedia.org/wiki/Mike_Frerichs
Elizabeth Warren,State officials,Statewide executive officials,Current,Maura Healey,https://en.wikipedia.org/wiki/Maura_Healey
Elizabeth Warren,State officials,Statewide executive officials,Current,Val Hoyle,https://en.wikipedia.org/wiki/Val_Hoyle
Elizabeth Warren,State officials,Statewide executive officials,Current,Kevin Lembo,https://en.wikipedia.org/wiki/Kevin_Lembo
Elizabeth Warren,State officials,Statewide executive officials,Current,Denise Merrill,https://en.wikipedia.org/wiki/Denise_Merrill
Elizabeth Warren,State officials,Statewide executive officials,Former,Elaine Baxter,https://en.wikipedia.org/wiki/Elaine_Baxter
Elizabeth Warren,State officials,Statewide executive officials,Former,Sally Pederson,https://en.wikipedia.org/wiki/Sally_Pederson
Elizabeth Warren,State officials,State legislators,Current,Zack Fields,https://en.wikipedia.org/wiki/Zack_Fields
Elizabeth Warren,State officials,State legislators,Current,Andrés Cano,https://en.wikipedia.org/wiki/Andr%C3%A9s_Cano
Elizabeth Warren,State officials,State legislators,Current,Isela Blanc,https://en.wikipedia.org/wiki/Isela_Blanc
Elizabeth Warren,State officials,State legislators,Current,Raquel Terán,https://en.wikipedia.org/wiki/Raquel_Ter%C3%A1n
Elizabeth Warren,State officials,State legislators,Current,Scott Wiener,https://en.wikipedia.org/wiki/Scott_Wiener
Elizabeth Warren,State officials,State legislators,Current,David Chiu,https://en.wikipedia.org/wiki/David_Chiu_(politician)
Elizabeth Warren,State officials,State legislators,Current,Robert Rivas,https://en.wikipedia.org/wiki/Robert_Rivas
Elizabeth Warren,State officials,State legislators,Current,Lorena Gonzalez,https://en.wikipedia.org/wiki/Lorena_Gonzalez
Elizabeth Warren,State officials,State legislators,Current,Kerry Donovan,https://en.wikipedia.org/wiki/Kerry_Donovan
Elizabeth Warren,State officials,State legislators,Current,Mike Foote,https://en.wikipedia.org/wiki/Mike_Foote
Elizabeth Warren,State officials,State legislators,Current,Faith Winter,https://en.wikipedia.org/wiki/Faith_Winter
Elizabeth Warren,State officials,State legislators,Current,Dominique Jackson,https://en.wikipedia.org/wiki/Dominique_Jackson_(politician)
Elizabeth Warren,State officials,State legislators,Current,Chris Kennedy,https://en.wikipedia.org/wiki/Chris_Kennedy_(Colorado_politician)
Elizabeth Warren,State officials,State legislators,Current,Matt Lesser,https://en.wikipedia.org/wiki/Matt_Lesser
Elizabeth Warren,State officials,State legislators,Current,Connecticut State Senator,https://en.wikipedia.org/wiki/Connecticut_Senate
Elizabeth Warren,State officials,State legislators,Current,Edwin Vargas,https://en.wikipedia.org/wiki/Edwin_Vargas
Elizabeth Warren,State officials,State legislators,Current,Connecticut State Representative,https://en.wikipedia.org/wiki/Connecticut_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,Quentin Phipps,https://en.wikipedia.org/wiki/Quentin_Phipps
Elizabeth Warren,State officials,State legislators,Current,Cindy Polo,https://en.wikipedia.org/wiki/Cindy_Polo
Elizabeth Warren,State officials,State legislators,Current,Omar Aquino,https://en.wikipedia.org/wiki/Omar_Aquino
Elizabeth Warren,State officials,State legislators,Current,Cristina Castro,https://en.wikipedia.org/wiki/Cristina_Castro
Elizabeth Warren,State officials,State legislators,Current,Kelly Cassidy,https://en.wikipedia.org/wiki/Kelly_Cassidy
Elizabeth Warren,State officials,State legislators,Current,Will Guzzardi,https://en.wikipedia.org/wiki/Will_Guzzardi
Elizabeth Warren,State officials,State legislators,Current,Daniel Didech,https://en.wikipedia.org/wiki/Daniel_Didech
Elizabeth Warren,State officials,State legislators,Current,Janet Petersen,https://en.wikipedia.org/wiki/Janet_Petersen
Elizabeth Warren,State officials,State legislators,Current,Iowa State Senator,https://en.wikipedia.org/wiki/Iowa_Senate
Elizabeth Warren,State officials,State legislators,Current,Eric Giddens,https://en.wikipedia.org/wiki/Eric_Giddens_(politician)
Elizabeth Warren,State officials,State legislators,Current,Zach Wahls,https://en.wikipedia.org/wiki/Zach_Wahls
Elizabeth Warren,State officials,State legislators,Current,Joe Bolkcom,https://en.wikipedia.org/wiki/Joe_Bolkcom
Elizabeth Warren,State officials,State legislators,Current,Iowa State Representative,https://en.wikipedia.org/wiki/Iowa_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,Iowa State Representative,https://en.wikipedia.org/wiki/Iowa_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,Beth Wessel-Kroeschell,https://en.wikipedia.org/wiki/Beth_Wessel-Kroeschell
Elizabeth Warren,State officials,State legislators,Current,Liz Bennett,https://en.wikipedia.org/wiki/Liz_Bennett
Elizabeth Warren,State officials,State legislators,Current,Art Staed,https://en.wikipedia.org/wiki/Art_Staed
Elizabeth Warren,State officials,State legislators,Current,Iowa State Representative,https://en.wikipedia.org/wiki/Iowa_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,Mary Mascher,https://en.wikipedia.org/wiki/Mary_Mascher
Elizabeth Warren,State officials,State legislators,Current,Mary Wolfe,https://en.wikipedia.org/wiki/Mary_Wolfe
Elizabeth Warren,State officials,State legislators,Current,Iowa State Representative,https://en.wikipedia.org/wiki/Iowa_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,Rui Xu,https://en.wikipedia.org/wiki/Rui_Xu
Elizabeth Warren,State officials,State legislators,Current,Attica Scott,https://en.wikipedia.org/wiki/Attica_Scott
Elizabeth Warren,State officials,State legislators,Current,Alfred C. Carr Jr.,https://en.wikipedia.org/wiki/Alfred_C._Carr_Jr.
Elizabeth Warren,State officials,State legislators,Current,Arthur Ellis,https://en.wikipedia.org/wiki/Arthur_Ellis_(Maryland_politician)
Elizabeth Warren,State officials,State legislators,Current,Mary L. Washington,https://en.wikipedia.org/wiki/Mary_L._Washington
Elizabeth Warren,State officials,State legislators,Current,Maryland State Delegate,https://en.wikipedia.org/wiki/Maryland_House_of_Delegates
Elizabeth Warren,State officials,State legislators,Current,Ariana Kelly,https://en.wikipedia.org/wiki/Ariana_Kelly
Elizabeth Warren,State officials,State legislators,Current,Maryland State Delgate,https://en.wikipedia.org/wiki/Maryland_House_of_Delegates
Elizabeth Warren,State officials,State legislators,Current,Jheanelle Wilkins,https://en.wikipedia.org/wiki/Jheanelle_Wilkins
Elizabeth Warren,State officials,State legislators,Current,Nicole A. Williams,https://en.wikipedia.org/wiki/Nicole_A._Williams
Elizabeth Warren,State officials,State legislators,Current,Maryland State Delgate,https://en.wikipedia.org/wiki/Maryland_House_of_Delegates
Elizabeth Warren,State officials,State legislators,Current,Lesley Lopez,https://en.wikipedia.org/wiki/Lesley_Lopez
Elizabeth Warren,State officials,State legislators,Current,Maryland State Delegate,https://en.wikipedia.org/wiki/Maryland_House_of_Delegates
Elizabeth Warren,State officials,State legislators,Current,Eric Lesser,https://en.wikipedia.org/wiki/Eric_Lesser
Elizabeth Warren,State officials,State legislators,Current,Karen Spilka,https://en.wikipedia.org/wiki/Karen_Spilka
Elizabeth Warren,State officials,State legislators,Current,Jo Comerford,https://en.wikipedia.org/wiki/Jo_Comerford
Elizabeth Warren,State officials,State legislators,Current,Julian Cyr,https://en.wikipedia.org/wiki/Julian_Cyr
Elizabeth Warren,State officials,State legislators,Current,Sonia Chang-Díaz,https://en.wikipedia.org/wiki/Sonia_Chang-D%C3%ADaz
Elizabeth Warren,State officials,State legislators,Current,Natalie Higgins,https://en.wikipedia.org/wiki/Natalie_Higgins
Elizabeth Warren,State officials,State legislators,Current,Jack Patrick Lewis,https://en.wikipedia.org/wiki/Jack_Patrick_Lewis
Elizabeth Warren,State officials,State legislators,Current,Jose Tosado,https://en.wikipedia.org/wiki/Jose_Tosado
Elizabeth Warren,State officials,State legislators,Current,Jon Santiago,https://en.wikipedia.org/wiki/Jon_Santiago
Elizabeth Warren,State officials,State legislators,Current,Andy Vargas,https://en.wikipedia.org/wiki/Andy_Vargas
Elizabeth Warren,State officials,State legislators,Current,Rosemary Bayer,https://en.wikipedia.org/wiki/Rosemary_Bayer
Elizabeth Warren,State officials,State legislators,Current,Mallory McMorrow,https://en.wikipedia.org/wiki/Mallory_McMorrow
Elizabeth Warren,State officials,State legislators,Current,Laurie Pohutsky,https://en.wikipedia.org/wiki/Laurie_Pohutsky
Elizabeth Warren,State officials,State legislators,Current,Jim Ellison,https://en.wikipedia.org/wiki/Jim_Ellison_(Michigan_politician)
Elizabeth Warren,State officials,State legislators,Current,William Sowerby,https://en.wikipedia.org/wiki/William_Sowerby_(politician)
Elizabeth Warren,State officials,State legislators,Current,Megan Hunt,https://en.wikipedia.org/wiki/Megan_Hunt_(politician)
Elizabeth Warren,State officials,State legislators,Current,Joyce Woodhouse,https://en.wikipedia.org/wiki/Joyce_Woodhouse
Elizabeth Warren,State officials,State legislators,Current,Nevada State Assemblyman,https://en.wikipedia.org/wiki/Nevada_State_Assembly
Elizabeth Warren,State officials,State legislators,Current,Heidi Swank,https://en.wikipedia.org/wiki/Heidi_Swank
Elizabeth Warren,State officials,State legislators,Current,Kevin Cavanaugh,https://en.wikipedia.org/wiki/Kevin_Cavanaugh
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,Edward Butler,https://en.wikipedia.org/wiki/Edward_Butler_(New_Hampshire_politician)
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,Susan M. Ford,https://en.wikipedia.org/wiki/Susan_M._Ford
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,Joyce Weston,https://en.wikipedia.org/wiki/Joyce_Weston
Elizabeth Warren,State officials,State legislators,Current,Sharon Nordgren,https://en.wikipedia.org/wiki/Sharon_Nordgren
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,Mary Jane Wallner,https://en.wikipedia.org/wiki/Mary_Jane_Wallner
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,Safiya Wazir,https://en.wikipedia.org/wiki/Safiya_Wazir
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,Lisa Bunker,https://en.wikipedia.org/wiki/Lisa_Bunker
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
Elizabeth Warren,State officials,State legislators,Current,New Hampshire State Representative,https://en.wikipedia.org/wiki/New_Hampshire_House_of_Representatives
